user_id,company_id,show_id
1004493,1003007,1003370
1000282,1003806,1001925
1004463,1002003,1004943
1003582,1000510,1001319
1004024,1000611,1003668
1004694,1004404,1001318
1003904,1002915,1002648
1001594,1001755,1000690
1001888,1004018,1001183
1001950,1001766,1002286
1002118,1004023,1004051
1003252,1000100,1004407
1001646,1002623,1004457
1003805,1001503,1002674
1001467,1004315,1002453
1004648,1001865,1003187
1002118,1003103,1003096
1002519,1001126,1001669
1002971,1001074,1001420
1000259,1001294,1000336
1001926,1000439,1004637
1003675,1001781,1001718
1003907,1004416,1004122
1001961,1004750,1000665
1001257,1002035,1001907
1003417,1001977,1000593
1003348,1000540,1001327
1003328,1001638,1002699
1002415,1001553,1002652
1002351,1001749,1004672
1004015,1004954,1002648
1000857,1000576,1002512
1004123,1001594,1003864
1004569,1001962,1001105
1002965,1002085,1001310
1000478,1001079,1000597
1000425,1000513,1000363
1001302,1004029,1004612
1002220,1002636,1002252
1003831,1001455,1000975
1000723,1001941,1000179
1004281,1002462,1001711
1004348,1002963,1002862
1002204,1002435,1002121
1000086,1000222,1003063
1002577,1003020,1003883
1004747,1001376,1003754
1002894,1002906,1003886
1003522,1003859,1003223
1000726,1000415,1001662
1000282,1003648,1001400
1003795,1000788,1004698
1000908,1000740,1003401
1003039,1003831,1004860
1000491,1003605,1002165
1004149,1003677,1000200
1002694,1004090,1004160
1003811,1002909,1003123
1001304,1003055,1000693
1004182,1004539,1000772
1001812,1003785,1004692
1000180,1001451,1001564
1004128,1001911,1004512
1001057,1002447,1001555
1004003,1004480,1001759
1003990,1000894,1001315
1004812,1000418,1003411
1002667,1004275,1003182
1004251,1002684,1003574
1004674,1000855,1004811
1000508,1001041,1004821
1003643,1003980,1002283
1004255,1003698,1002203
1002219,1004360,1001066
1004051,1002303,1001816
1000662,1001485,1002053
1001168,1000430,1002277
1002966,1004943,1004398
1000250,1002318,1002856
1002350,1001428,1002482
1003469,1000077,1003134
1001784,1004975,1003694
1000316,1000218,1003878
1000597,1000878,1003044
1003093,1003449,1000762
1003585,1004786,1003684
1003886,1000318,1004341
1004401,1004680,1001294
1003223,1002389,1004431
1003703,1000364,1002373
1004154,1000030,1003326
1002595,1000118,1003203
1002659,1001344,1002441
1002415,1002757,1001082
1002293,1000004,1002594
1002910,1002941,1001931
1000442,1004459,1004860
1001824,1004126,1003753
1002784,1004925,1002357
1002607,1002940,1000481
1003578,1000436,1000176
1004125,1001632,1000434
1001026,1004594,1002248
1004638,1002160,1004378
1000212,1002004,1003823
1000043,1002586,1002723
1003127,1000744,1001471
1001497,1004075,1001791
1000509,1003099,1000150
1001418,1004559,1001306
1000034,1001119,1000718
1004195,1002138,1004031
1003499,1002118,1003522
1002972,1002247,1001548
1001662,1003883,1003063
1001639,1001486,1000368
1004266,1000976,1000764
1000409,1004055,1000583
1003196,1001848,1000556
1000707,1002692,1002782
1002623,1001899,1003735
1003959,1003782,1004408
1000700,1001755,1000859
1002398,1003842,1000232
1004413,1001944,1002243
1003590,1001197,1000588
1002209,1003232,1003653
1000084,1002454,1000827
1004585,1002948,1001106
1002736,1001431,1004347
1002279,1003944,1002624
1000134,1001337,1003754
1003964,1001479,1003667
1004198,1002630,1001456
1003003,1000243,1001588
1000655,1002711,1003529
1000926,1001673,1003103
1002535,1004713,1003382
1002814,1000825,1001384
1002842,1002132,1002191
1001774,1002507,1001170
1002689,1003279,1003875
1002779,1002487,1004940
1003952,1000039,1003571
1004853,1002206,1003302
1000099,1004544,1000627
1000986,1003318,1002106
1002901,1000094,1003046
1000159,1004042,1003109
1003928,1003301,1001255
1000437,1002416,1000750
1004810,1003691,1002222
1001400,1002391,1004125
1000504,1001484,1002399
1004695,1002420,1000362
1004871,1001016,1003107
1001076,1003290,1003237
1002993,1001906,1001048
1003210,1001244,1000199
1000790,1000877,1004896
1000094,1003803,1002311
1003008,1003037,1001143
1001381,1004916,1004400
1004790,1003847,1003973
1000534,1000089,1004900
1004572,1000581,1002002
1003291,1003628,1002389
1002232,1002758,1004472
1002918,1004045,1000490
1001875,1000412,1003318
1002197,1001077,1003944
1001521,1003501,1004288
1003196,1002899,1002466
1002023,1000259,1004136
1003855,1004121,1001903
1001919,1003656,1000167
1003770,1003472,1003210
1000666,1002664,1004669
1000268,1003457,1001655
1002296,1002072,1001825
1004691,1001526,1000637
1001041,1002502,1004456
1004674,1001882,1002979
1003374,1004624,1004987
1001143,1001730,1003895
1003751,1001233,1001423
1002903,1002740,1001252
1002022,1004104,1004961
1000091,1002915,1002283
1000625,1004597,1004284
1003263,1002031,1001835
1004535,1002380,1001463
1002001,1002923,1002505
1001667,1000024,1001654
1003987,1004561,1004883
1001200,1001322,1004938
1003470,1002630,1000768
1002238,1000791,1004835
1000580,1000833,1000505
1003287,1001247,1001099
1000842,1003289,1002038
1003967,1002492,1003605
1001231,1001602,1004748
1000196,1001768,1001852
1001666,1001555,1002019
1003110,1003095,1001197
1000339,1004148,1000600
1002590,1002230,1003346
1002227,1002722,1004363
1000460,1000210,1001214
1002416,1001058,1000429
1002055,1001250,1001790
1001338,1004737,1002683
1002854,1003385,1000712
1001685,1004608,1004823
1004689,1001099,1002861
1001659,1002697,1001744
1000266,1003417,1002085
1004115,1003323,1004900
1001048,1002172,1003420
1000191,1002476,1002678
1001047,1002289,1000637
1004073,1004230,1001400
1004368,1000470,1001536
1004459,1004811,1002825
1004367,1000065,1001694
1001829,1001125,1003844
1003913,1004996,1001611
1001571,1004825,1002668
1003328,1004482,1003283
1003396,1004626,1002043
1002466,1001980,1002971
1001793,1000348,1004980
1003905,1002278,1001098
1003884,1003373,1004510
1001416,1002084,1001158
1002446,1003308,1003838
1001967,1001947,1004404
1000367,1003234,1002009
1001987,1000809,1004836
1000269,1001193,1004726
1004769,1001051,1001692
1003008,1003899,1004261
1002052,1004726,1002097
1001489,1004218,1002541
1001112,1001034,1000969
1004509,1002141,1003537
1002374,1004119,1002553
1003335,1003852,1002191
1002735,1001961,1000417
1000871,1002692,1002161
1000411,1002561,1001896
1000905,1001329,1000971
1002699,1004101,1004553
1002816,1002124,1003788
1003110,1002927,1003016
1001446,1004059,1001612
1004031,1000465,1002617
1004427,1003065,1000607
1003624,1001791,1001786
1002665,1003478,1003052
1003854,1003086,1004853
1003550,1003490,1003595
1003346,1002056,1000655
1001607,1001025,1000084
1002692,1004421,1004163
1004848,1003750,1002389
1000075,1004986,1003707
1000893,1002983,1000188
1002357,1004326,1001601
1003641,1000440,1004816
1001934,1000779,1002989
1003338,1003815,1003145
1004690,1004638,1000522
1001451,1004624,1004804
1002904,1003960,1003197
1003159,1001753,1004284
1004938,1003480,1000025
1003170,1000526,1004876
1001282,1004539,1002258
1002433,1004554,1002054
1001844,1002286,1001303
1000307,1003583,1004179
1001270,1000660,1002130
1004407,1001839,1003942
1000413,1002983,1002147
1002015,1000450,1001846
1004062,1001816,1001320
1004248,1002620,1003691
1004137,1000662,1001351
1004283,1000851,1003596
1000509,1002735,1003475
1003331,1003867,1003147
1001949,1004907,1002556
1004180,1003044,1002310
1000404,1004083,1000030
1002954,1004746,1002323
1002843,1002053,1000896
1001888,1002657,1004210
1002480,1003304,1003183
1001572,1004817,1000428
1000288,1000017,1002711
1003397,1000336,1002106
1000785,1001967,1003053
1001539,1003563,1002964
1003306,1000276,1000067
1001312,1002652,1001523
1001584,1001332,1004251
1002774,1000135,1003226
1001019,1002968,1000002
1000378,1003153,1000451
1003148,1002773,1004316
1003023,1000726,1004210
1002782,1003999,1002188
1003648,1000358,1001868
1004331,1003643,1003671
1002924,1004361,1003687
1004115,1004725,1001178
1003891,1004669,1003291
1003698,1001404,1002106
1002021,1000881,1003913
1000187,1001808,1002130
1002111,1000343,1001286
1003689,1000986,1000697
1001081,1002493,1004071
1004998,1002658,1000720
1001982,1000752,1004572
1001651,1004204,1000293
1004797,1000562,1003469
1001208,1001908,1004773
1004703,1000097,1000140
1001027,1002751,1004323
1002473,1003818,1003819
1003820,1001382,1000448
1002786,1002545,1002868
1004898,1002503,1004107
1002076,1000861,1004210
1001564,1001214,1002355
1002064,1004888,1002350
1001495,1001470,1002026
1002452,1002122,1003962
1004966,1004228,1004909
1003388,1003645,1002473
1003907,1004809,1003142
1001451,1002857,1000322
1000135,1004666,1000385
1004066,1001432,1003039
1003758,1001824,1003435
1000124,1002185,1004661
1001902,1004081,1000612
1002446,1004751,1002313
1003353,1001760,1000702
1001990,1000475,1004058
1001251,1002428,1003271
1004536,1003078,1004684
1000179,1003433,1004355
1003133,1003595,1004652
1002071,1000329,1003204
1002279,1001709,1000194
1002332,1001518,1003418
1001594,1002279,1004280
1003452,1004748,1000280
1004435,1004743,1002000
1004077,1000633,1000794
1000651,1004299,1003826
1003342,1002732,1001417
1001040,1002163,1001079
1002206,1002252,1003412
1004078,1001497,1000996
1001923,1001926,1003073
1002258,1001577,1001096
1002771,1001414,1001823
1002504,1003898,1004511
1003726,1002850,1002059
1001844,1002763,1002751
1002618,1003843,1002182
1002880,1002548,1001079
1000540,1001932,1001432
1004732,1003550,1003682
1003127,1004938,1000619
1000059,1000801,1004619
1002845,1004474,1001599
1003783,1004340,1001829
1001064,1002816,1002960
1001914,1004351,1004399
1001374,1004744,1004395
1004577,1002474,1002548
1002948,1003913,1002959
1000622,1003835,1002039
1003396,1004468,1003782
1000013,1004913,1004069
1001762,1000808,1003064
1000973,1002478,1003767
1002194,1002216,1001551
1002355,1004275,1003313
1004885,1003592,1000564
1003417,1003102,1004651
1001964,1003339,1004045
1002123,1004038,1003075
1001179,1001658,1003975
1000855,1000111,1000573
1001331,1000758,1004841
1000183,1004720,1002379
1001485,1001436,1002485
1002070,1000331,1000267
1003891,1003653,1002558
1003702,1002771,1000264
1002724,1004856,1002976
1001970,1003005,1000628
1001253,1003792,1000895
1004116,1004095,1000733
1004024,1001587,1003324
1000891,1001969,1004828
1002448,1004099,1004740
1000652,1004347,1003159
1004834,1003783,1001712
1002890,1003851,1004021
1000809,1002570,1004944
1001439,1000247,1000928
1003730,1004930,1003335
1000572,1001992,1002743
1000554,1003122,1001456
1002625,1004104,1004160
1003961,1001302,1001325
1001563,1002169,1003758
1002202,1002061,1002298
1003194,1002245,1000203
1002686,1001175,1000448
1002188,1003249,1001369
1004603,1002096,1003301
1003315,1002849,1004352
1000740,1002031,1003002
1003705,1004367,1001899
1001446,1003121,1002673
1004226,1002726,1003766
1002664,1003128,1004011
1002179,1003673,1001225
1004688,1000582,1000443
1001243,1000786,1002599
1002285,1002794,1004536
1000983,1002651,1002025
1004920,1004449,1000418
1003222,1003771,1004740
1004516,1000245,1002495
1003014,1000390,1003045
1001167,1003658,1004009
1004359,1003004,1004245
1002642,1002082,1000036
1001218,1002985,1001310
1000666,1004183,1002337
1004322,1003158,1001596
1004412,1003257,1004347
1000630,1000399,1004818
1002106,1002565,1002438
1004858,1002677,1004914
1003719,1000961,1000818
1002431,1002222,1000796
1003150,1003187,1002263
1003762,1001516,1002644
1003397,1002722,1002975
1001357,1001946,1003183
1001183,1001815,1000554
1003577,1004261,1000060
1003455,1002800,1000645
1001109,1002051,1002200
1004884,1002606,1004351
1002459,1000716,1002225
1001862,1002174,1002033
1003212,1004740,1000293
1002688,1004565,1003856
1001515,1002233,1004781
1003408,1002871,1002369
1003062,1001557,1002593
1002460,1004759,1000624
1001053,1003035,1003493
1000769,1003092,1004499
1003005,1001658,1004258
1002621,1001995,1004504
1001597,1004992,1003726
1001574,1000892,1003672
1000809,1000098,1002570
1004170,1002884,1003687
1000482,1002681,1004341
1003085,1002146,1002281
1000778,1000510,1003336
1004190,1000136,1002624
1004574,1003218,1003227
1000887,1003459,1000224
1003083,1003315,1003296
1002011,1001511,1004966
1000729,1004289,1001194
1003443,1003592,1001917
1003873,1003905,1004752
1002965,1004605,1004810
1002113,1002632,1004553
1004843,1000785,1004324
1000367,1004573,1000065
1003184,1001242,1000241
1000530,1002414,1002615
1004804,1003746,1001335
1004998,1001737,1003863
1000953,1004861,1000990
1003620,1004869,1003508
1000397,1003373,1003913
1004061,1004835,1002149
1004849,1001543,1002462
1000744,1000807,1004213
1004873,1000103,1001948
1003328,1002556,1004685
1001521,1002740,1001930
1002329,1002355,1003849
1001310,1001481,1001820
1003076,1003630,1003738
1003474,1001124,1004722
1004410,1003151,1003818
1001226,1004793,1004048
1004509,1004848,1004854
1003595,1002318,1001931
1002762,1001711,1004518
1001577,1001296,1003425
1001495,1001661,1003911
1003321,1003983,1002459
1002900,1004261,1000482
1000375,1004904,1000966
1002819,1002395,1001381
1000009,1000027,1001050
1002892,1003074,1002699
1002951,1003447,1001403
1003350,1003892,1002203
1000181,1004091,1002254
1004808,1004700,1004747
1002871,1004558,1002651
1003101,1004889,1001613
1001450,1004617,1001462
1001567,1004302,1003470
1002977,1004121,1001641
1002128,1002911,1000838
1004873,1004775,1003180
1004424,1002127,1000546
1001030,1001536,1002712
1002692,1001448,1000504
1001850,1002300,1004622
1000679,1000977,1002342
1001470,1004384,1002748
1003121,1001836,1002377
1001900,1000206,1000076
1002128,1004237,1004032
1002417,1003613,1004124
1004964,1001990,1001276
1003524,1003872,1004906
1003705,1003849,1001286
1004050,1000338,1000191
1000763,1001033,1004051
1001012,1000126,1001606
1004133,1000421,1003831
1003147,1000744,1003840
1001289,1000452,1002130
1003522,1004699,1004748
1000151,1004353,1000017
1004645,1002138,1002566
1003216,1001071,1004324
1003748,1002487,1000834
1001384,1002474,1001143
1000127,1002776,1002572
1002704,1002637,1003781
1002432,1004727,1002876
1000352,1000350,1002981
1004167,1004632,1000795
1004599,1002520,1000337
1000400,1002522,1001497
1002936,1000817,1004282
1004175,1003760,1001663
1000314,1002097,1001919
1000302,1000907,1001695
1004694,1003834,1000976
1002188,1003573,1004224
1000454,1002889,1003292
1003274,1004054,1004041
1000432,1003114,1000005
1001714,1003556,1000827
1003271,1001245,1000874
1000686,1002513,1000537
1000372,1004155,1003889
1003140,1003704,1000390
1004161,1002837,1000837
1004941,1003338,1003364
1001339,1000393,1001833
1000594,1002776,1001317
1000519,1003015,1000546
1003275,1004817,1000339
1002353,1003039,1000100
1002458,1000113,1004335
1001355,1001458,1002330
1001879,1002961,1003339
1001660,1000541,1004428
1003188,1000272,1000546
1003009,1000262,1002580
1001709,1004969,1002235
1001337,1000717,1000939
1001991,1001985,1000044
1001187,1003677,1002369
1003575,1003427,1001013
1003092,1003915,1003989
1003173,1002199,1002728
1003467,1000855,1001033
1002888,1002477,1004301
1001025,1003500,1000578
1004173,1004475,1004363
1004423,1003728,1001161
1003118,1002735,1000137
1004895,1004177,1001447
1001896,1003226,1003745
1000705,1001823,1001159
1000476,1002671,1000971
1001563,1003987,1004188
1002987,1004291,1004540
1000822,1001835,1000389
1003956,1002036,1000486
1003900,1000810,1002760
1000438,1003611,1000075
1002324,1000234,1001660
1002844,1003385,1000725
1004821,1001151,1004523
1002857,1000544,1002683
1000440,1004887,1000635
1002377,1004120,1004572
1003924,1003122,1000643
1003351,1004460,1004746
1000316,1002917,1000681
1000177,1002020,1003750
1004976,1000626,1003634
1004558,1000154,1001204
1002010,1004718,1000416
1002175,1000113,1000403
1003067,1001344,1000983
1004171,1004642,1001422
1001076,1000480,1004274
1000335,1000921,1004499
1002547,1002763,1004036
1003410,1000936,1002445
1004431,1004790,1002490
1002364,1002507,1002335
1004945,1000074,1002245
1000597,1000099,1001883
1004836,1003371,1003348
